view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,task_type,session_file_id
"[{'page_index': 0, 'viewing_time': 11516}]",11516,instructions,0,11519,0.0-0.0,anon_subject_293,659f04805339f753c1b65235,65a04746958dc9b1a7f39989,0.6364248336413934,instructions,session-65a047e1d1c42
"[{'page_index': 0, 'viewing_time': 17281}]",17281,instructions,0,17297,0.0-0.0,anon_subject_117,659f04805339f753c1b65235,65a02b758acfe7a551555843,0.8855515402511998,instructions,session-65a02c583f6e8
"[{'page_index': 0, 'viewing_time': 50867}]",50868,instructions,0,50870,0.0-0.0,anon_subject_198,659f04805339f753c1b65235,65a05a5f15177d3861dbebf3,0.032399229057037404,instructions,session-65a05ba835d80
"[{'page_index': 0, 'viewing_time': 6535}]",6535,instructions,0,6541,0.0-0.0,anon_subject_116,659f04805339f753c1b65235,65a03fb19db8b5fc2316f5e1,0.7200441704806846,instructions,session-65a040445e7f7
"[{'page_index': 0, 'viewing_time': 6659}]",6660,instructions,0,6675,0.0-0.0,anon_subject_154,659f04805339f753c1b65235,65a03f5603787e97c70f7a5f,0.1272952742615565,instructions,session-65a040636a6db
"[{'page_index': 0, 'viewing_time': 16094}]",16095,instructions,0,16100,0.0-0.0,anon_subject_139,659f04805339f753c1b65235,65a05a85919a51b27c952d7a,0.658398265916212,instructions,session-65a05b07b6540
"[{'page_index': 0, 'viewing_time': 12124}]",12125,instructions,0,12133,0.0-0.0,anon_subject_168,659f04805339f753c1b65235,65a03f25731e49bdea1b8eb1,0.1714630743906731,instructions,session-65a03f955ba29
"[{'page_index': 0, 'viewing_time': 16118}]",16118,instructions,0,16121,0.0-0.0,anon_subject_241,659f04805339f753c1b65235,65a047af5e58d51b4f3e4531,0.2194898071148006,instructions,session-65a0482f594e2
"[{'page_index': 0, 'viewing_time': 4258}]",4258,instructions,0,4262,0.0-0.0,anon_subject_44,659f04805339f753c1b65235,65a04782125306e4f071fe40,0.5024601190993161,instructions,session-65a047ea8c7b4
"[{'page_index': 0, 'viewing_time': 24474}]",24475,instructions,0,24478,0.0-0.0,anon_subject_105,659f04805339f753c1b65235,65a024a7c92318ddab4a8d04,0.5743457981427009,instructions,session-65a02606b7439
"[{'page_index': 0, 'viewing_time': 5937}]",5937,instructions,0,5941,0.0-0.0,anon_subject_93,659f04805339f753c1b65235,65a04ae6125306e4f071fef8,0.7337377035746249,instructions,session-65a04b957dc6f
"[{'page_index': 0, 'viewing_time': 13523}]",13523,instructions,0,13525,0.0-0.0,anon_subject_136,659f04805339f753c1b65235,65a03f3fe7bb05ef1c8da8ca,0.15033325141771403,instructions,session-65a03f9da5ce2
"[{'page_index': 0, 'viewing_time': 9001}]",9002,instructions,0,9014,0.0-0.0,anon_subject_261,659f04805339f753c1b65235,65a047715d139c5780748ff9,0.7077803464776335,instructions,session-65a047c1bc28a
"[{'page_index': 0, 'viewing_time': 9668}]",9671,instructions,0,9690,0.0-0.0,anon_subject_49,659f04805339f753c1b65235,65a05a7bb11a9bdf067759f4,0.12557480615522665,instructions,session-65a05b1ca7bad
"[{'page_index': 0, 'viewing_time': 12362}]",12362,instructions,0,12368,0.0-0.0,anon_subject_113,659f04805339f753c1b65235,65a05a72fc7c4acd585d662d,0.017841017663752234,instructions,session-65a05b420a1fa
"[{'page_index': 0, 'viewing_time': 17300}]",17301,instructions,0,17310,0.0-0.0,anon_subject_52,659f04805339f753c1b65235,65a02a816243e6d43e383d37,0.26497513126614836,instructions,session-65a02b571c787
"[{'page_index': 0, 'viewing_time': 419085}]",419085,instructions,0,419086,0.0-0.0,anon_subject_235,659f04805339f753c1b65235,65a047946d1220a64a0f41a6,0.3730065067076823,instructions,session-65a04b0f5ec6b
"[{'page_index': 0, 'viewing_time': 19441}]",19442,instructions,0,19448,0.0-0.0,anon_subject_264,659f04805339f753c1b65235,65a03f289b6bc005fb6bdd7d,0.2458746283398443,instructions,session-65a03fd28589c
"[{'page_index': 0, 'viewing_time': 19142}]",19142,instructions,0,19145,0.0-0.0,anon_subject_141,659f04805339f753c1b65235,65a04769975ac8e822b375b2,0.10730645967242514,instructions,session-65a0482e20da7
"[{'page_index': 0, 'viewing_time': 10103}]",10103,instructions,0,10106,0.0-0.0,anon_subject_190,659f04805339f753c1b65235,65a05c965d139c57807494a1,0.01367335181736351,instructions,session-65a05d7b42d4a
"[{'page_index': 0, 'viewing_time': 10260}]",10261,instructions,0,10275,0.0-0.0,anon_subject_242,659f04805339f753c1b65235,65a0474130a5ced3f5c44fca,0.03345420482642636,instructions,session-65a048008ac7d
"[{'page_index': 0, 'viewing_time': 731956}]",731959,instructions,0,731961,0.0-0.0,anon_subject_209,659f04805339f753c1b65235,65a05a713f91fc3cf7f39ca6,0.6305889994092155,instructions,session-65a05dd941c45
"[{'page_index': 0, 'viewing_time': 29247}]",29247,instructions,0,29250,0.0-0.0,anon_subject_31,659f04805339f753c1b65235,65a02abf7b9063ef91411d9e,0.6912217385606416,instructions,session-65a02c12618ed
"[{'page_index': 0, 'viewing_time': 12632}]",12633,instructions,0,12638,0.0-0.0,anon_subject_278,659f04805339f753c1b65235,65a05ca8c9e1a662cc1f67cf,0.026706667397647488,instructions,session-65a05d34f18cc
"[{'page_index': 0, 'viewing_time': 20567}]",20567,instructions,0,20581,0.0-0.0,anon_subject_281,659f04805339f753c1b65235,65a05a8239341d75b93cfd3c,0.8890390842388958,instructions,session-65a05b3dbf6e2
"[{'page_index': 0, 'viewing_time': 16782}]",16782,instructions,0,16785,0.0-0.0,anon_subject_194,659f04805339f753c1b65235,65a04795fe51d8b6cef36a06,0.3603332391324071,instructions,session-65a0481d18893
"[{'page_index': 0, 'viewing_time': 6111}]",6111,instructions,0,6115,0.0-0.0,anon_subject_256,659f04805339f753c1b65235,65a0472ab11a9bdf0677551b,0.06766187323333273,instructions,session-65a048fa7df12
"[{'page_index': 0, 'viewing_time': 5581}]",5581,instructions,0,5585,0.0-0.0,anon_subject_218,659f04805339f753c1b65235,65a0473104c0c720ac5ca4ef,0.017088213941740316,instructions,session-65a047b55cf32
"[{'page_index': 0, 'viewing_time': 510647}]",510648,instructions,0,510653,0.0-0.0,anon_subject_253,659f04805339f753c1b65235,65a05d1f3e71fc9f72cd994e,0.678642556070659,instructions,session-65a05fed82019
"[{'page_index': 0, 'viewing_time': 33294}]",33296,instructions,0,33306,0.0-0.0,anon_subject_171,659f04805339f753c1b65235,65a03f5539341d75b93cf6c7,0.9932319703116781,instructions,session-65a040653ec0f
"[{'page_index': 0, 'viewing_time': 10123}]",10123,instructions,0,10126,0.0-0.0,anon_subject_163,659f04805339f753c1b65235,65a04753fc35e12f32bde2d3,0.15639593185298595,instructions,session-65a047c729d9f
"[{'page_index': 0, 'viewing_time': 16022}]",16022,instructions,0,16026,0.0-0.0,anon_subject_114,659f04805339f753c1b65235,65a047146bac4df6251b8fc1,0.9774638490997802,instructions,session-65a047912c169
"[{'page_index': 0, 'viewing_time': 47976}]",47978,instructions,0,48018,0.0-0.0,anon_subject_120,659f04805339f753c1b65235,65a03f49e6891ded9ae078f3,0.938757886610172,instructions,session-65a03fffbac72
"[{'page_index': 0, 'viewing_time': 13082}]",13082,instructions,0,13086,0.0-0.0,anon_subject_160,659f04805339f753c1b65235,65a04766461451c85ed4f448,0.12272541383576141,instructions,session-65a0480a3ecdf
"[{'page_index': 0, 'viewing_time': 32394}]",32394,instructions,0,32397,0.0-0.0,anon_subject_180,659f04805339f753c1b65235,65a05b982c73291ebb384a49,0.3944721842127905,instructions,session-65a05ddd1ec2f
"[{'page_index': 0, 'viewing_time': 34095}]",34096,instructions,0,34099,0.0-0.0,anon_subject_88,659f04805339f753c1b65235,65a05a8e277118eefd0f4627,0.3257964881443767,instructions,session-65a05b8c7a9bf
"[{'page_index': 0, 'viewing_time': 8275}]",8275,instructions,0,8278,0.0-0.0,anon_subject_238,659f04805339f753c1b65235,65a0474a6451f41271c33090,0.18570924259063948,instructions,session-65a047a1d67c5
"[{'page_index': 0, 'viewing_time': 15829}]",15830,instructions,0,15838,0.0-0.0,anon_subject_179,659f04805339f753c1b65235,65a05a82e0a30daee58a6de3,0.7013822465798254,instructions,session-65a05b54f0320
"[{'page_index': 0, 'viewing_time': 15537}]",15538,instructions,0,15543,0.0-0.0,anon_subject_54,659f04805339f753c1b65235,65a048432a197f9cd83e4309,0.7230288644411063,instructions,session-65a048d54b0cb
"[{'page_index': 0, 'viewing_time': 56335}]",56336,instructions,0,56341,0.0-0.0,anon_subject_45,659f04805339f753c1b65235,65a03f822fb72900ba26554e,0.17161122431440168,instructions,session-65a0402dec6dd
"[{'page_index': 0, 'viewing_time': 23231}]",23234,instructions,0,23250,0.0-0.0,anon_subject_207,659f04805339f753c1b65235,65a03ebc2fb72900ba265521,0.1384644279547682,instructions,session-65a03f5bb5c55
"[{'page_index': 0, 'viewing_time': 11620}]",11620,instructions,0,11622,0.0-0.0,anon_subject_167,659f04805339f753c1b65235,65a0472d958dc9b1a7f39985,0.0759738127939864,instructions,session-65a047c619722
"[{'page_index': 0, 'viewing_time': 8797}]",8798,instructions,0,8802,0.0-0.0,anon_subject_266,659f04805339f753c1b65235,65a0257d591c52695cdbe046,0.05153068693263907,instructions,session-65a025e041e9b
"[{'page_index': 0, 'viewing_time': 9360}]",9360,instructions,0,9365,0.0-0.0,anon_subject_55,659f04805339f753c1b65235,65a047ab4720b6d4848fd62c,0.8300249422159358,instructions,session-65a04880b87da
"[{'page_index': 0, 'viewing_time': 5795}]",5796,instructions,0,5797,0.0-0.0,anon_subject_221,659f04805339f753c1b65235,65a047085068c51fec46d7e8,0.09009117329510219,instructions,session-65a049244b3f9
"[{'page_index': 0, 'viewing_time': 2065}]",2065,instructions,0,2083,0.0-0.0,anon_subject_150,659f04805339f753c1b65235,65a05a6f6616b428b1412c29,0.7749787625843192,instructions,session-65a05ada8a5a0
"[{'page_index': 0, 'viewing_time': 14377}]",14378,instructions,0,14381,0.0-0.0,anon_subject_252,659f04805339f753c1b65235,65a04772318f24d898a60b6f,0.5724190430326754,instructions,session-65a04820afc22
"[{'page_index': 0, 'viewing_time': 10016}]",10017,instructions,0,10028,0.0-0.0,anon_subject_197,659f04805339f753c1b65235,65a0472ae1f78d9853e38f75,0.5893754308536094,instructions,session-65a0478f5a60e
"[{'page_index': 0, 'viewing_time': 42127}]",42127,instructions,0,42136,0.0-0.0,anon_subject_71,659f04805339f753c1b65235,65a04874dc0d74b929e38c63,0.030408508982043614,instructions,session-65a04929a442a
"[{'page_index': 0, 'viewing_time': 1418}]",1419,instructions,0,1436,0.0-0.0,anon_subject_35,659f04805339f753c1b65235,65a05a726e869bf85df4de03,0.18819349818917352,instructions,session-65a05bba92998
"[{'page_index': 0, 'viewing_time': 29891}]",29891,instructions,0,29896,0.0-0.0,anon_subject_165,659f04805339f753c1b65235,65a02b82b11a9bdf06774e9c,0.4578861962008951,instructions,session-65a02cacdf987
"[{'page_index': 0, 'viewing_time': 8183}]",8184,instructions,0,8192,0.0-0.0,anon_subject_124,659f04805339f753c1b65235,65a05a7dd15130d9d4b37b5a,0.25178844572599135,instructions,session-65a05b1a10c72
"[{'page_index': 0, 'viewing_time': 12591}]",12592,instructions,0,12596,0.0-0.0,anon_subject_83,659f04805339f753c1b65235,65a03e983769279b830a4bb2,0.9203480672680291,instructions,session-65a03ef76d39c
"[{'page_index': 0, 'viewing_time': 51350}]",51350,instructions,0,51351,0.0-0.0,anon_subject_53,659f04805339f753c1b65235,65a03f2b0f99dc411697c39c,0.033512744339336153,instructions,session-65a03ffa70226
"[{'page_index': 0, 'viewing_time': 1012}]",1013,instructions,0,1017,0.0-0.0,anon_subject_81,659f04805339f753c1b65235,65a03f1cbdb9a99a2e4f3d1f,0.9716174962139885,instructions,session-65a03fe145419
"[{'page_index': 0, 'viewing_time': 3616}]",3616,instructions,0,3622,0.0-0.0,anon_subject_239,659f04805339f753c1b65235,65a05b0ae1f78d9853e3950e,0.5562027715333759,instructions,session-65a05b8948465
"[{'page_index': 0, 'viewing_time': 46892}]",46894,instructions,0,46904,0.0-0.0,anon_subject_15,659f04805339f753c1b65235,65a05a838320fc7c6257b176,0.0742803095064215,instructions,session-65a05e49a7061
"[{'page_index': 0, 'viewing_time': 4877}]",4877,instructions,0,4879,0.0-0.0,anon_subject_199,659f04805339f753c1b65235,65a05a76ab05057d2f5b297a,0.858401561544712,instructions,session-65a05aea25545
"[{'page_index': 0, 'viewing_time': 37468}]",37468,instructions,0,37471,0.0-0.0,anon_subject_60,659f04805339f753c1b65235,65a05a9110105f4dafafb266,0.5324648497629871,instructions,session-65a05b52413e4
"[{'page_index': 0, 'viewing_time': 11977}]",11978,instructions,0,11984,0.0-0.0,anon_subject_79,659f04805339f753c1b65235,65a047970e6a0108526bdee0,0.3575557730812433,instructions,session-65a04803caf33
"[{'page_index': 0, 'viewing_time': 25985}]",25985,instructions,0,25988,0.0-0.0,anon_subject_292,659f04805339f753c1b65235,65a05ca0fc35e12f32bde7aa,0.7632217748086811,instructions,session-65a05d3f6cfd5
"[{'page_index': 0, 'viewing_time': 16774}]",16777,instructions,0,16821,0.0-0.0,anon_subject_155,659f04805339f753c1b65235,65a024201d9b385e9c5ff534,0.6278779518396189,instructions,session-65a024a610277
"[{'page_index': 0, 'viewing_time': 13380}]",13380,instructions,0,13398,0.0-0.0,anon_subject_268,659f04805339f753c1b65235,65a05b00591c52695cdbed67,0.751689602321034,instructions,session-65a05b8f25dba
"[{'page_index': 0, 'viewing_time': 8816}]",8816,instructions,0,8817,0.0-0.0,anon_subject_5,659f04805339f753c1b65235,65a04717461451c85ed4f435,0.11894077212290377,instructions,session-65a0476edb6ab
"[{'page_index': 0, 'viewing_time': 11000}]",11001,instructions,0,11004,0.0-0.0,anon_subject_247,659f04805339f753c1b65235,65a03ef8dc0d74b929e38ab0,0.39760352171414026,instructions,session-65a03f754d3b4
"[{'page_index': 0, 'viewing_time': 15160}]",15160,instructions,0,15164,0.0-0.0,anon_subject_200,659f04805339f753c1b65235,65a03effce8132962971fd6f,0.3567105562292955,instructions,session-65a03fa711a52
"[{'page_index': 0, 'viewing_time': 875}]",875,instructions,0,879,0.0-0.0,anon_subject_50,659f04805339f753c1b65235,65a047756616b428b14127bd,0.6090204255975686,instructions,session-65a047e95ff31
"[{'page_index': 0, 'viewing_time': 16883}]",16883,instructions,0,16890,0.0-0.0,anon_subject_127,659f04805339f753c1b65235,65a05a78e7bb05ef1c8daf8a,0.9713746656165332,instructions,session-65a05b0c20ace
"[{'page_index': 0, 'viewing_time': 7549}]",7550,instructions,0,7562,0.0-0.0,anon_subject_170,659f04805339f753c1b65235,65a03f643f91fc3cf7f39646,0.32051229274893367,instructions,session-65a03ffa9c274
"[{'page_index': 0, 'viewing_time': 24459}]",24461,instructions,0,24496,0.0-0.0,anon_subject_98,659f04805339f753c1b65235,65a02a93f51e8f6fd7a73b63,0.2940401956972942,instructions,session-65a02b51cb690
"[{'page_index': 0, 'viewing_time': 30025}]",30026,instructions,0,30030,0.0-0.0,anon_subject_229,659f04805339f753c1b65235,65a05ae007de5e75355b287c,0.8922053790283111,instructions,session-65a05bb1a04b6
"[{'page_index': 0, 'viewing_time': 9541}]",9542,instructions,0,9548,0.0-0.0,anon_subject_186,659f04805339f753c1b65235,65a03f841d9b385e9c5ffcaf,0.18671391484020416,instructions,session-65a0400d8a7a9
"[{'page_index': 0, 'viewing_time': 11833}]",11833,instructions,0,11836,0.0-0.0,anon_subject_46,659f04805339f753c1b65235,65a0478cbdb9a99a2e4f3ea0,0.6224157413950246,instructions,session-65a048ac96d18
"[{'page_index': 0, 'viewing_time': 10564}]",10565,instructions,0,10567,0.0-0.0,anon_subject_288,659f04805339f753c1b65235,65a05a755e58d51b4f3e4994,0.23330471641120143,instructions,session-65a05af08038f
"[{'page_index': 0, 'viewing_time': 15827}]",15828,instructions,0,15831,0.0-0.0,anon_subject_231,659f04805339f753c1b65235,65a05b02ee5c94479846dbb7,0.9389177380067755,instructions,session-65a05e1c11c14
"[{'page_index': 0, 'viewing_time': 10449}]",10449,instructions,0,10452,0.0-0.0,anon_subject_214,659f04805339f753c1b65235,65a048175d139c5780749015,0.6544557812460228,instructions,session-65a0487804e80
"[{'page_index': 0, 'viewing_time': 7004}]",7005,instructions,0,7007,0.0-0.0,anon_subject_191,659f04805339f753c1b65235,65a05ad70198a4a3951f6724,0.24936859162458447,instructions,session-65a05c741a0a0
"[{'page_index': 0, 'viewing_time': 11097}]",11098,instructions,0,11102,0.0-0.0,anon_subject_188,659f04805339f753c1b65235,65a047166af24254f25d624b,0.3535721332259063,instructions,session-65a04780efcc3
"[{'page_index': 0, 'viewing_time': 11128}]",11128,instructions,0,11131,0.0-0.0,anon_subject_121,659f04805339f753c1b65235,65a0481bba9f28bc37c44d6e,0.3574182145019795,instructions,session-65a048b3d74c1
"[{'page_index': 0, 'viewing_time': 9377}]",9377,instructions,0,9393,0.0-0.0,anon_subject_185,659f04805339f753c1b65235,65a05a80ee5c94479846db95,0.7212377113972923,instructions,session-65a05b36f24cf
"[{'page_index': 0, 'viewing_time': 15450}]",15450,instructions,0,15454,0.0-0.0,anon_subject_67,659f04805339f753c1b65235,65a05a5bcb1340048e210a99,0.0050832092129033946,instructions,session-65a05af78d67e
"[{'page_index': 0, 'viewing_time': 22851}]",22851,instructions,0,22857,0.0-0.0,anon_subject_41,659f04805339f753c1b65235,65a05a83731e49bdea1b9610,0.9344356490744588,instructions,session-65a05b0e04425
"[{'page_index': 0, 'viewing_time': 13434}]",13434,instructions,0,13438,0.0-0.0,anon_subject_14,659f04805339f753c1b65235,65a0481ae6891ded9ae07aa6,0.19901813731265516,instructions,session-65a04890d8cac
"[{'page_index': 0, 'viewing_time': 22062}]",22063,instructions,0,22065,0.0-0.0,anon_subject_240,659f04805339f753c1b65235,65a047930f99dc411697c564,0.4498940111636538,instructions,session-65a04833b7e26
"[{'page_index': 0, 'viewing_time': 17676}]",17676,instructions,0,17682,0.0-0.0,anon_subject_178,659f04805339f753c1b65235,65a04753d046c4fd2b9050e7,0.6131689394647788,instructions,session-65a047d7ad3c6
"[{'page_index': 0, 'viewing_time': 53061}]",53062,instructions,0,53081,0.0-0.0,anon_subject_8,659f04805339f753c1b65235,65a03f4b2fb72900ba265539,0.693294017740814,instructions,session-65a04007d01d4
"[{'page_index': 0, 'viewing_time': 29020}]",29020,instructions,0,29021,0.0-0.0,anon_subject_255,659f04805339f753c1b65235,65a05a556451f41271c335a3,0.04135264080246903,instructions,session-65a05af305311
"[{'page_index': 0, 'viewing_time': 33165}]",33166,instructions,0,33174,0.0-0.0,anon_subject_219,659f04805339f753c1b65235,65a05a7f0e6a0108526be3f3,0.32594609042892064,instructions,session-65a05b30c6618
"[{'page_index': 0, 'viewing_time': 39680}]",39682,instructions,0,39702,0.0-0.0,anon_subject_123,659f04805339f753c1b65235,65a05a7be0a30daee58a6ddf,0.5271273715300286,instructions,session-65a05c30728b1
"[{'page_index': 0, 'viewing_time': 10437}]",10438,instructions,0,10442,0.0-0.0,anon_subject_243,659f04805339f753c1b65235,65a05a77c799135a5fbde5c9,0.3432732016889044,instructions,session-65a05aff05676
"[{'page_index': 0, 'viewing_time': 38522}]",38522,instructions,0,38526,0.0-0.0,anon_subject_125,659f04805339f753c1b65235,65a047a1214275fb72e5c48d,0.20499888218495,instructions,session-65a04876ae4c5
"[{'page_index': 0, 'viewing_time': 10096}]",10097,instructions,0,10101,0.0-0.0,anon_subject_134,659f04805339f753c1b65235,65a0480b587aebae10afac85,0.6541333759947272,instructions,session-65a0486ba2428
"[{'page_index': 0, 'viewing_time': 20823}]",20823,instructions,0,20827,0.0-0.0,anon_subject_95,659f04805339f753c1b65235,65a03f4e3769279b830a4bcf,0.19239755949945425,instructions,session-65a03fc7e7bc0
"[{'page_index': 0, 'viewing_time': 36794}]",36794,instructions,0,36795,0.0-0.0,anon_subject_151,659f04805339f753c1b65235,65a05a843cf0fef29ad2aeba,0.7961975160205049,instructions,session-65a05c96500a3
"[{'page_index': 0, 'viewing_time': 25371}]",25371,instructions,0,25375,0.0-0.0,anon_subject_249,659f04805339f753c1b65235,65a0478e6ffb1e2a7c439d59,0.12619914396633192,instructions,session-65a0487022b32
"[{'page_index': 0, 'viewing_time': 19133}]",19133,instructions,0,19143,0.0-0.0,anon_subject_287,659f04805339f753c1b65235,65a05a7b97cef2e56e5ff019,0.4916120020231023,instructions,session-65a05b4493325
"[{'page_index': 0, 'viewing_time': 23845}]",23845,instructions,0,23846,0.0-0.0,anon_subject_215,659f04805339f753c1b65235,65a04829dc0d74b929e38c57,0.8846510997973395,instructions,session-65a048c6dd491
"[{'page_index': 0, 'viewing_time': 925}]",926,instructions,0,928,0.0-0.0,anon_subject_166,659f04805339f753c1b65235,65a05a8515917193ea8a6a9c,0.48598553831394575,instructions,session-65a05c8fe1fc8
"[{'page_index': 0, 'viewing_time': 13015}]",13016,instructions,0,13021,0.0-0.0,anon_subject_291,659f04805339f753c1b65235,65a05a666ffb1e2a7c43a1eb,0.21703908247595738,instructions,session-65a05ac7a3883
"[{'page_index': 0, 'viewing_time': 16474}]",16474,instructions,0,16478,0.0-0.0,anon_subject_66,659f04805339f753c1b65235,65a047756451f41271c33099,0.6377392893134102,instructions,session-65a047f70913d
"[{'page_index': 0, 'viewing_time': 14516}]",14516,instructions,0,14521,0.0-0.0,anon_subject_110,659f04805339f753c1b65235,65a03fe08acfe7a551555d3e,0.7161891537004954,instructions,session-65a0405c27bf4
"[{'page_index': 0, 'viewing_time': 39248}]",39252,instructions,0,39273,0.0-0.0,anon_subject_295,659f04805339f753c1b65235,65a03f045aba9e5f885bf572,0.8202277259788016,instructions,session-65a040ffaafc5
"[{'page_index': 0, 'viewing_time': 31200}]",31200,instructions,0,31208,0.0-0.0,anon_subject_202,659f04805339f753c1b65235,65a02b99df665e0bdfac3128,0.016019391432744223,instructions,session-65a02c7fc6013
"[{'page_index': 0, 'viewing_time': 10142}]",10143,instructions,0,10144,0.0-0.0,anon_subject_196,659f04805339f753c1b65235,65a05a8c39341d75b93cfd46,0.9473081463998588,instructions,session-65a05b07a6c26
"[{'page_index': 0, 'viewing_time': 20486}]",20486,instructions,0,20489,0.0-0.0,anon_subject_104,659f04805339f753c1b65235,65a03ef5f34b5631810f7ae4,0.548682916580637,instructions,session-65a03fa3076bc
"[{'page_index': 0, 'viewing_time': 10815}]",10816,instructions,0,10824,0.0-0.0,anon_subject_216,659f04805339f753c1b65235,65a0476f85d169d8295bf773,0.7357667372587795,instructions,session-65a047d96efde
"[{'page_index': 0, 'viewing_time': 18413}]",18413,instructions,0,18418,0.0-0.0,anon_subject_138,659f04805339f753c1b65235,65a0478df60c89cb8720388d,0.5428031548823611,instructions,session-65a0480246653
"[{'page_index': 0, 'viewing_time': 37084}]",37084,instructions,0,37088,0.0-0.0,anon_subject_225,659f04805339f753c1b65235,65a047877db586ea67a73fb1,0.17007485020239343,instructions,session-65a0483f4bb94
"[{'page_index': 0, 'viewing_time': 15780}]",15781,instructions,0,15785,0.0-0.0,anon_subject_37,659f04805339f753c1b65235,65a03f663cf0fef29ad2a842,0.19332914033064696,instructions,session-65a03fedeae52
"[{'page_index': 0, 'viewing_time': 17508}]",17508,instructions,0,17512,0.0-0.0,anon_subject_102,659f04805339f753c1b65235,65a047439066460e83748fbc,0.676353038354673,instructions,session-65a047bb02656
"[{'page_index': 0, 'viewing_time': 99793}]",99794,instructions,0,99798,0.0-0.0,anon_subject_294,659f04805339f753c1b65235,65a03efd7f819f0a85932c99,0.4926722633095306,instructions,session-65a03ff957d4e
"[{'page_index': 0, 'viewing_time': 33774}]",33775,instructions,0,33784,0.0-0.0,anon_subject_97,659f04805339f753c1b65235,65a03f618df63a282e2103df,0.7535972838720045,instructions,session-65a0404e65a69
"[{'page_index': 0, 'viewing_time': 6166}]",6167,instructions,0,6171,0.0-0.0,anon_subject_140,659f04805339f753c1b65235,65a03ed27981ab69f5c32d3b,0.4947655554378607,instructions,session-65a03f798069e
"[{'page_index': 0, 'viewing_time': 10576}]",10577,instructions,0,10580,0.0-0.0,anon_subject_212,659f04805339f753c1b65235,65a03eeceeee5416c5400edb,0.45971389060121237,instructions,session-65a03f84d860c
"[{'page_index': 0, 'viewing_time': 14901}]",14901,instructions,0,14907,0.0-0.0,anon_subject_89,659f04805339f753c1b65235,65a03f876ffb1e2a7c439b98,0.5917389509383688,instructions,session-65a040091a7e0
"[{'page_index': 0, 'viewing_time': 15634}]",15634,instructions,0,15638,0.0-0.0,anon_subject_59,659f04805339f753c1b65235,65a05a8a587aebae10afb10c,0.2789340819513817,instructions,session-65a05b608e0de
"[{'page_index': 0, 'viewing_time': 24841}]",24841,instructions,0,24844,0.0-0.0,anon_subject_22,659f04805339f753c1b65235,65a05a865d139c5780749420,0.13103631860394138,instructions,session-65a05b5c4e315
"[{'page_index': 0, 'viewing_time': 34215}]",34215,instructions,0,34227,0.0-0.0,anon_subject_161,659f04805339f753c1b65235,65a03e9c8acfe7a551555ccf,0.43043810062398635,instructions,session-65a03f624c530
"[{'page_index': 0, 'viewing_time': 13827}]",13828,instructions,0,13831,0.0-0.0,anon_subject_213,659f04805339f753c1b65235,65a0475e6e869bf85df4d84f,0.29345326806972105,instructions,session-65a048034fe5f
"[{'page_index': 0, 'viewing_time': 16856}]",16857,instructions,0,16860,0.0-0.0,anon_subject_82,659f04805339f753c1b65235,65a047860e6a0108526bded6,0.14104643866491684,instructions,session-65a0480321c8f
"[{'page_index': 0, 'viewing_time': 23152}]",23152,instructions,0,23153,0.0-0.0,anon_subject_210,659f04805339f753c1b65235,65a05a733ac2f375865f5303,0.3038544448695617,instructions,session-65a05b04a4f41
"[{'page_index': 0, 'viewing_time': 29428}]",29428,instructions,0,29431,0.0-0.0,anon_subject_61,659f04805339f753c1b65235,65a047761d9b385e9c5ffe7c,0.8393668795254248,instructions,session-65a0484c497ce
"[{'page_index': 0, 'viewing_time': 18350}]",18350,instructions,0,18352,0.0-0.0,anon_subject_56,659f04805339f753c1b65235,65a05a8a6451f41271c335b3,0.32652792631992744,instructions,session-65a05aeae845a
"[{'page_index': 0, 'viewing_time': 16621}]",16622,instructions,0,16635,0.0-0.0,anon_subject_257,659f04805339f753c1b65235,65a0471a591c52695cdbe8a9,0.2096322973397371,instructions,session-65a047ae94c9d
"[{'page_index': 0, 'viewing_time': 37416}]",37417,instructions,0,37429,0.0-0.0,anon_subject_92,659f04805339f753c1b65235,65a0475254a913c61d775644,0.6024728632331198,instructions,session-65a047d26a3eb
"[{'page_index': 0, 'viewing_time': 11109}]",11110,instructions,0,11115,0.0-0.0,anon_subject_21,659f04805339f753c1b65235,65a0476be7bb05ef1c8daa8f,0.9285172744524561,instructions,session-65a047fe4e782
"[{'page_index': 0, 'viewing_time': 2020}]",2020,instructions,0,2024,0.0-0.0,anon_subject_269,659f04805339f753c1b65235,65a047a530f6e0140ae07e18,0.9716317915813271,instructions,session-65a04856cf0c0
"[{'page_index': 0, 'viewing_time': 18471}]",18471,instructions,0,18474,0.0-0.0,anon_subject_1,659f04805339f753c1b65235,65a0477d6d1220a64a0f419e,0.07764599261030303,instructions,session-65a04836ee0a3
"[{'page_index': 0, 'viewing_time': 25750}]",25750,instructions,0,25753,0.0-0.0,anon_subject_17,659f04805339f753c1b65235,65a05a8bf6ae756dfe33e958,0.9061938860009009,instructions,session-65a05b1bee90b
"[{'page_index': 0, 'viewing_time': 60408}]",60408,instructions,0,60411,0.0-0.0,anon_subject_142,659f04805339f753c1b65235,65a03f88d046c4fd2b904f2d,0.18068458197456883,instructions,session-65a04091aaee5
