view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject_id,study_id,session_id,rng_seed,task_type,session_file_id
"[{'page_index': 0, 'viewing_time': 15147}]",15147,instructions,0,15150,0.0-0.0,anon_subject_29,659f04805339f753c1b65235,65a05a6d15917193ea8a6a8f,0.16211251786157743,instructions,session-65a05af4117c1
"[{'page_index': 0, 'viewing_time': 13352}]",13353,instructions,0,13361,0.0-0.0,anon_subject_63,659f04805339f753c1b65235,65a047406af24254f25d6263,0.9198673525762547,instructions,session-65a047b6c8d5c
"[{'page_index': 0, 'viewing_time': 22662}]",22662,instructions,0,22664,0.0-0.0,anon_subject_284,659f04805339f753c1b65235,65a02b6bcf2ed81aa216f0ca,0.8011214510009381,instructions,session-65a02c8c74dd5
"[{'page_index': 0, 'viewing_time': 9345}]",9345,instructions,0,9351,0.0-0.0,anon_subject_237,659f04805339f753c1b65235,65a02b038acfe7a5515557f8,0.7673643802815875,instructions,session-65a02b93ac387
"[{'page_index': 0, 'viewing_time': 13997}]",13998,instructions,0,14006,0.0-0.0,anon_subject_131,659f04805339f753c1b65235,65a03f689066460e83748dda,0.055097621761941884,instructions,session-65a0401b200a5
"[{'page_index': 0, 'viewing_time': 19728}]",19729,instructions,0,19730,0.0-0.0,anon_subject_19,659f04805339f753c1b65235,65a05a5a0198a4a3951f6709,0.9599778496876901,instructions,session-65a05d02a7a97
"[{'page_index': 0, 'viewing_time': 18114}]",18114,instructions,0,18124,0.0-0.0,anon_subject_280,659f04805339f753c1b65235,65a047821ffc042b4f545e75,0.45211612197737105,instructions,session-65a04819c7917
"[{'page_index': 0, 'viewing_time': 12882}]",12883,instructions,0,12897,0.0-0.0,anon_subject_156,659f04805339f753c1b65235,65a04797ce8132962971ffe6,0.6197971509750642,instructions,session-65a0480a53b3e
"[{'page_index': 0, 'viewing_time': 72475}]",72475,instructions,0,72476,0.0-0.0,anon_subject_126,659f04805339f753c1b65235,65a03f253cf0fef29ad2a82c,0.9529210887221725,instructions,session-65a040305fef7
"[{'page_index': 0, 'viewing_time': 19757}]",19758,instructions,0,19765,0.0-0.0,anon_subject_96,659f04805339f753c1b65235,65a04720420a02f3939b322b,0.12469492739170152,instructions,session-65a047b091ee7
"[{'page_index': 0, 'viewing_time': 14954}]",14954,instructions,0,14957,0.0-0.0,anon_subject_94,659f04805339f753c1b65235,65a05a81c3a05e150c57b622,0.6193868187069016,instructions,session-65a05b1d857c2
"[{'page_index': 0, 'viewing_time': 21064}]",21064,instructions,0,21070,0.0-0.0,anon_subject_271,659f04805339f753c1b65235,65a047542a197f9cd83e42ba,0.15957627589179735,instructions,session-65a047f99d025
"[{'page_index': 0, 'viewing_time': 8533}]",8533,instructions,0,8535,0.0-0.0,anon_subject_193,659f04805339f753c1b65235,65a03f33214275fb72e5c2ef,0.7596065740239143,instructions,session-65a03f94bd5e3
"[{'page_index': 0, 'viewing_time': 38676}]",38676,instructions,0,38679,0.0-0.0,anon_subject_111,659f04805339f753c1b65235,65a047ae3769279b830a4d81,0.886667983865651,instructions,session-65a04862a38f1
"[{'page_index': 0, 'viewing_time': 36163}]",36165,instructions,0,36179,0.0-0.0,anon_subject_262,659f04805339f753c1b65235,65a02b2bba9f28bc37c446df,0.176992031245097,instructions,session-65a02c2a09112
"[{'page_index': 0, 'viewing_time': 18017}]",18017,instructions,0,18020,0.0-0.0,anon_subject_101,659f04805339f753c1b65235,65a05a61fe51d8b6cef36e76,0.9222336217211988,instructions,session-65a05b57486b5
"[{'page_index': 0, 'viewing_time': 1397}]",1397,instructions,0,1400,0.0-0.0,anon_subject_297,659f04805339f753c1b65235,65a040e00198a4a3951f613b,0.4954437267559386,instructions,session-65a041583ce7c
"[{'page_index': 0, 'viewing_time': 1162}]",1163,instructions,0,1168,0.0-0.0,anon_subject_217,659f04805339f753c1b65235,65a05a78a870e799565462a7,0.6863760239185992,instructions,session-65a05aeba57a4
"[{'page_index': 0, 'viewing_time': 7407}]",7407,instructions,0,7415,0.0-0.0,anon_subject_177,659f04805339f753c1b65235,65a03f3f7981ab69f5c32d64,0.8282521214929688,instructions,session-65a03fca95dc9
"[{'page_index': 0, 'viewing_time': 38778}]",38779,instructions,0,38783,0.0-0.0,anon_subject_286,659f04805339f753c1b65235,65a04773a068e743e9555bd4,0.5870452131345207,instructions,session-65a04823e235f
"[{'page_index': 0, 'viewing_time': 32357}]",32360,instructions,0,32382,0.0-0.0,anon_subject_70,659f04805339f753c1b65235,65a04784e6891ded9ae07a7d,0.6409343559275458,instructions,session-65a048380be29
"[{'page_index': 0, 'viewing_time': 22068}]",22068,instructions,0,22070,0.0-0.0,anon_subject_43,659f04805339f753c1b65235,65a03fa2975ac8e822b372d7,0.9913226701748024,instructions,session-65a0408f039c5
"[{'page_index': 0, 'viewing_time': 19803}]",19804,instructions,0,19811,0.0-0.0,anon_subject_173,659f04805339f753c1b65235,65a05a63420a02f3939b3815,0.1034297357750682,instructions,session-65a05ae561371
"[{'page_index': 0, 'viewing_time': 41957}]",41958,instructions,0,41960,0.0-0.0,anon_subject_296,659f04805339f753c1b65235,65a05a662159acf4685805f9,0.5580582794481992,instructions,session-65a05c0be8cf9
"[{'page_index': 0, 'viewing_time': 17447}]",17447,instructions,0,17451,0.0-0.0,anon_subject_129,659f04805339f753c1b65235,65a05a8e0e6a0108526be3f6,0.16039678129796164,instructions,session-65a05c44b2969
"[{'page_index': 0, 'viewing_time': 7227}]",7228,instructions,0,7237,0.0-0.0,anon_subject_201,659f04805339f753c1b65235,65a05a6b15177d3861dbebf5,0.40493506703625237,instructions,session-65a05beaec752
"[{'page_index': 0, 'viewing_time': 49293}]",49293,instructions,0,49295,0.0-0.0,anon_subject_25,659f04805339f753c1b65235,65a047b15e58d51b4f3e4533,0.9933303554264158,instructions,session-65a048b8aa9a9
"[{'page_index': 0, 'viewing_time': 38656}]",38656,instructions,0,38661,0.0-0.0,anon_subject_86,659f04805339f753c1b65235,65a03f6d987bd492454d456f,0.7650713891521803,instructions,session-65a0402b9d1da
"[{'page_index': 0, 'viewing_time': 100762}]",100763,instructions,0,100761,0.0-0.0,anon_subject_224,659f04805339f753c1b65235,65a05b78c58774cde45feda0,0.6760015374032339,instructions,session-65a05c6522b91
"[{'page_index': 0, 'viewing_time': 115811}]",115811,instructions,0,115821,0.0-0.0,anon_subject_204,659f04805339f753c1b65235,65a05a7c6e869bf85df4de05,0.9856063194649065,instructions,session-65a05ba387964
"[{'page_index': 0, 'viewing_time': 12879}]",12879,instructions,0,12887,0.0-0.0,anon_subject_132,659f04805339f753c1b65235,65a028b8a068e743e955550a,0.9632509395969919,instructions,session-65a02957d1efb
"[{'page_index': 0, 'viewing_time': 16425}]",16426,instructions,0,16429,0.0-0.0,anon_subject_274,659f04805339f753c1b65235,65a05cb4c9e1a662cc1f67d3,0.564191779231261,instructions,session-65a05d7c3ea33
"[{'page_index': 0, 'viewing_time': 24443}]",24443,instructions,0,24446,0.0-0.0,anon_subject_227,659f04805339f753c1b65235,65a05a803cf0fef29ad2aeb6,0.07669682863044125,instructions,session-65a05b1fbc647
"[{'page_index': 0, 'viewing_time': 14659}]",14660,instructions,0,14662,0.0-0.0,anon_subject_248,659f04805339f753c1b65235,65a047ac277118eefd0f4144,0.14548094641213916,instructions,session-65a0490b43ff0
"[{'page_index': 0, 'viewing_time': 57802}]",57803,instructions,0,57807,0.0-0.0,anon_subject_0,659f04805339f753c1b65235,65a05a7af60c89cb87203dc8,0.14687427963406408,instructions,session-65a05bf152bfb
"[{'page_index': 0, 'viewing_time': 9828}]",9828,instructions,0,9830,0.0-0.0,anon_subject_26,659f04805339f753c1b65235,65a047653ac2f375865f4ecb,0.07085894228254297,instructions,session-65a047f353b99
"[{'page_index': 0, 'viewing_time': 24327}]",24327,instructions,0,24331,0.0-0.0,anon_subject_23,659f04805339f753c1b65235,65a04743587aebae10afac66,0.764876894226086,instructions,session-65a0482ca0b4f
"[{'page_index': 0, 'viewing_time': 19733}]",19733,instructions,0,19735,0.0-0.0,anon_subject_183,659f04805339f753c1b65235,65a02959ac5a610e8f99de3f,0.14523445851099503,instructions,session-65a029d61b4d6
"[{'page_index': 0, 'viewing_time': 32294}]",32295,instructions,0,32307,0.0-0.0,anon_subject_176,659f04805339f753c1b65235,65a0475603787e97c70f7cb4,0.24531131544152207,instructions,session-65a0485da91b1
"[{'page_index': 0, 'viewing_time': 9730}]",9731,instructions,0,9763,0.0-0.0,anon_subject_137,659f04805339f753c1b65235,65a05a76958dc9b1a7f39e60,0.969723734626087,instructions,session-65a05b363a76a
"[{'page_index': 0, 'viewing_time': 29209}]",29210,instructions,0,29226,0.0-0.0,anon_subject_73,659f04805339f753c1b65235,65a05a6c05a2eebaddf4d865,0.05947860568553898,instructions,session-65a05bd13760b
"[{'page_index': 0, 'viewing_time': 24637}]",24638,instructions,0,24643,0.0-0.0,anon_subject_144,659f04805339f753c1b65235,65a0276b97cef2e56e5fe34e,0.891700260433824,instructions,session-65a0281f5d2cf
